9,181000000,wheel_left_joint,wheel_right_joint,1.657944761479513e-05,1.7710657145286746e-05,-2.3023033893058986e-07,-1.5584465648012247e-07
9,215000000,wheel_left_joint,wheel_right_joint,1.663913237592851e-05,1.77745014058317e-05,-1.5462959070166107e-07,-8.11119962794123e-08
9,249000000,wheel_left_joint,wheel_right_joint,1.6698615283416984e-05,1.7838141558534915e-05,2.545875500464725e-07,3.362423202692968e-07
9,283000000,wheel_left_joint,wheel_right_joint,1.675803136880205e-05,1.7901724214119952e-05,1.6309466276608845e-07,2.451067095250682e-07
9,317000000,wheel_left_joint,wheel_right_joint,1.6817534698176928e-05,1.796539882370496e-05,-2.619979376955765e-07,-1.8868393875267047e-07
9,351000000,wheel_left_joint,wheel_right_joint,1.687747197998135e-05,1.8029533860541846e-05,2.600204142941438e-07,3.428624622277927e-07
9,385000000,wheel_left_joint,wheel_right_joint,1.693739403396677e-05,1.809365805272023e-05,-2.1226775289557003e-07,-1.3710294941384794e-07
9,419000000,wheel_left_joint,wheel_right_joint,1.6997431193210844e-05,1.8157870155022238e-05,-2.436637373708691e-07,-1.705083922654265e-07
9,453000000,wheel_left_joint,wheel_right_joint,1.705749060754158e-05,1.8222099670950342e-05,2.598116634736948e-07,3.4154047492339053e-07
9,487000000,wheel_left_joint,wheel_right_joint,1.7117538059885362e-05,1.8286326002758813e-05,-2.0220622765814225e-07,-1.273871581065119e-07
9,521000000,wheel_left_joint,wheel_right_joint,1.7177383567990034e-05,1.835032041963558e-05,-1.4357690213161797e-07,-7.069416742684588e-08
9,555000000,wheel_left_joint,wheel_right_joint,1.7237020249361024e-05,1.8414086310869493e-05,2.5489510370858923e-07,3.3583920295589525e-07
9,589000000,wheel_left_joint,wheel_right_joint,1.7296558967316855e-05,1.8477782381509655e-05,1.6448031390776767e-07,2.4644368717128325e-07
9,623000000,wheel_left_joint,wheel_right_joint,1.7356152218539478e-05,1.85415465017158e-05,-2.5432618624954793e-07,-1.8105790912826148e-07
9,657000000,wheel_left_joint,wheel_right_joint,1.7415667056930317e-05,1.860521920526992e-05,-2.455803804339877e-07,-1.7201940023640633e-07
9,691000000,wheel_left_joint,wheel_right_joint,1.74751291304176e-05,1.8668840991331592e-05,-2.384401095184433e-07,-1.639876105656666e-07
9,725000000,wheel_left_joint,wheel_right_joint,1.753486610489574e-05,1.873276046726602e-05,2.35487529944272e-07,3.172440108670715e-07
9,759000000,wheel_left_joint,wheel_right_joint,1.7594842212531603e-05,1.8796946491761446e-05,-2.0538833923487623e-07,-1.294739819398226e-07
9,793000000,wheel_left_joint,wheel_right_joint,1.7654829061797273e-05,1.8861115200330403e-05,-2.3410979294188027e-07,-1.6053208305223145e-07
9,827000000,wheel_left_joint,wheel_right_joint,1.7714857279749197e-05,1.892530892977362e-05,2.542543462437071e-07,3.3547434050379497e-07
9,861000000,wheel_left_joint,wheel_right_joint,1.7774798261704916e-05,1.8989415929482334e-05,-2.1288560039637878e-07,-1.3834951481032746e-07
9,895000000,wheel_left_joint,wheel_right_joint,1.7834524967952348e-05,1.9053299735283247e-05,-2.0860683169017166e-07,-1.3427523426912807e-07
9,929000000,wheel_left_joint,wheel_right_joint,1.7894232437143387e-05,1.9117149541614253e-05,2.6106399148337995e-07,3.4260342083003133e-07
9,963000000,wheel_left_joint,wheel_right_joint,1.795372106538906e-05,1.9180791596795643e-05,2.3725543932143298e-07,3.1843343839120953e-07
9,997000000,wheel_left_joint,wheel_right_joint,1.801326401729142e-05,1.9244503483228925e-05,-2.623197600882046e-07,-1.892466899691735e-07
10,31000000,wheel_left_joint,wheel_right_joint,1.8072774815358628e-05,1.9308178109689322e-05,-2.526143789695302e-07,-1.7919357644176782e-07
10,65000000,wheel_left_joint,wheel_right_joint,1.813268723971362e-05,1.9372280499752037e-05,2.537580947119776e-07,3.360470040287937e-07
10,99000000,wheel_left_joint,wheel_right_joint,1.819264859381775e-05,1.9436444515186224e-05,-2.0720144745236743e-07,-1.3162051515954853e-07
10,133000000,wheel_left_joint,wheel_right_joint,1.825273668831784e-05,1.9500708192232707e-05,-2.3448653662749928e-07,-1.6106170840546243e-07
10,167000000,wheel_left_joint,wheel_right_joint,1.8312564157518807e-05,1.956468907859943e-05,-2.0697486433573185e-07,-1.327249779002138e-07
10,201000000,wheel_left_joint,wheel_right_joint,1.837228265699764e-05,1.9628548912464794e-05,2.6104229272519257e-07,3.4260608377845213e-07
10,235000000,wheel_left_joint,wheel_right_joint,1.8431783729511153e-05,1.9692204405785674e-05,2.3727822239709775e-07,3.184523729612672e-07
10,269000000,wheel_left_joint,wheel_right_joint,1.849133735021269e-05,1.975592578240537e-05,-2.615008706382486e-07,-1.884740849578473e-07
10,303000000,wheel_left_joint,wheel_right_joint,1.8551165961611105e-05,1.981993560296047e-05,-2.0740300458511364e-07,-1.3162069056036653e-07
10,337000000,wheel_left_joint,wheel_right_joint,1.8610978798960787e-05,1.9883932921516134e-05,-2.5721664705981046e-07,-1.8397448420823335e-07
10,371000000,wheel_left_joint,wheel_right_joint,1.867105354147469e-05,1.994819334250053e-05,2.635365335837501e-07,3.459456420859151e-07
10,405000000,wheel_left_joint,wheel_right_joint,1.8730914943532184e-05,2.001221941139164e-05,-2.360429938200138e-07,-1.626341992485127e-07
10,439000000,wheel_left_joint,wheel_right_joint,1.8790731339812794e-05,2.0076196377338817e-05,-2.0825888834502884e-07,-1.3375007098192192e-07
10,473000000,wheel_left_joint,wheel_right_joint,1.8850437413675536e-05,2.0140048301975355e-05,2.6106247005586473e-07,3.426001756841801e-07
10,507000000,wheel_left_joint,wheel_right_joint,1.8909930719068768e-05,2.020369224187135e-05,2.3731694742158693e-07,3.183835945034033e-07
10,541000000,wheel_left_joint,wheel_right_joint,1.8969477143748747e-05,2.0267405829166307e-05,-2.621233702170423e-07,-1.8903436679266333e-07
10,575000000,wheel_left_joint,wheel_right_joint,1.902898913641593e-05,2.0331083213420698e-05,-2.5245674143477715e-07,-1.7898790254599305e-07
10,609000000,wheel_left_joint,wheel_right_joint,1.908890262836138e-05,2.039518691976383e-05,2.537719715107762e-07,3.360323086107342e-07
10,643000000,wheel_left_joint,wheel_right_joint,1.9148865769480494e-05,2.0459351532942094e-05,-2.0707440576508453e-07,-1.3151772037590416e-07
10,677000000,wheel_left_joint,wheel_right_joint,1.9208954650906662e-05,2.0523615920531313e-05,-2.3441561531971876e-07,-1.6097466237969312e-07
10,711000000,wheel_left_joint,wheel_right_joint,1.926878254820963e-05,2.05875977137282e-05,-2.0691633014413222e-07,-1.326609125963706e-07
10,745000000,wheel_left_joint,wheel_right_joint,1.9328501708493206e-05,2.0651457958820174e-05,2.610493536295169e-07,3.4259826665520134e-07
10,779000000,wheel_left_joint,wheel_right_joint,1.9388003422271538e-05,2.071511374612811e-05,2.3728080163275093e-07,3.184511850223056e-07
10,813000000,wheel_left_joint,wheel_right_joint,1.944755733163106e-05,2.0778835506440885e-05,-2.614758237217763e-07,-1.8844394474840011e-07
10,847000000,wheel_left_joint,wheel_right_joint,1.9507234645388394e-05,2.0842683696287168e-05,-2.265677734692795e-07,-1.5182860853572757e-07
10,881000000,wheel_left_joint,wheel_right_joint,1.9567177004020664e-05,2.0906822117083834e-05,-2.5684249335363764e-07,-1.8310337357874823e-07
10,915000000,wheel_left_joint,wheel_right_joint,1.9627247742626253e-05,2.097108605614295e-05,2.635810329070843e-07,3.458970826973628e-07
10,949000000,wheel_left_joint,wheel_right_joint,1.968711800603984e-05,2.1035112340861417e-05,-2.355481350125449e-07,-1.6239761332264083e-07
10,983000000,wheel_left_joint,wheel_right_joint,1.9746938823672622e-05,2.1099091160436956e-05,-2.0802355898475507e-07,-1.3341055396076228e-07
11,17000000,wheel_left_joint,wheel_right_joint,1.980664494993789e-05,2.1162948087294353e-05,2.610071757774856e-07,3.426507677755687e-07
11,51000000,wheel_left_joint,wheel_right_joint,1.986614070137449e-05,2.1226594300927104e-05,2.3736753869733028e-07,3.1834129127997907e-07
11,85000000,wheel_left_joint,wheel_right_joint,1.9925690429190013e-05,2.1290308217736253e-05,-2.6195806016515374e-07,-1.8891236004442598e-07
11,119000000,wheel_left_joint,wheel_right_joint,1.9985203512540295e-05,2.135398727265425e-05,-2.523574614029904e-07,-1.788330576424921e-07
11,153000000,wheel_left_joint,wheel_right_joint,2.0045054911044247e-05,2.14180210074133e-05,2.6331032179231816e-07,3.463589046346087e-07
11,187000000,wheel_left_joint,wheel_right_joint,2.0104909244977875e-05,2.148207784902212e-05,-2.2364533929116175e-07,-1.4866172578175373e-07
11,221000000,wheel_left_joint,wheel_right_joint,2.01648648703312e-05,2.1546212071399395e-05,1.6549166087281766e-07,2.4695704713064304e-07
11,255000000,wheel_left_joint,wheel_right_joint,2.0224920111999722e-05,2.1610435119612248e-05,-2.0491777751572866e-07,-1.3037549468166744e-07
11,289000000,wheel_left_joint,wheel_right_joint,2.0284913669676996e-05,2.167459264157401e-05,-2.3642823994613794e-07,-1.6284012249972828e-07
11,323000000,wheel_left_joint,wheel_right_joint,0.001048200886340389,0.0010495327264639087,1.0273870945690826,1.0273160943679482
11,357000000,wheel_left_joint,wheel_right_joint,0.037104906931269,0.03710609078190341,2.0579109836380907,2.0578642984159714
11,391000000,wheel_left_joint,wheel_right_joint,0.10819194710386881,0.10819341443293506,3.0882599541165314,3.0882169230977885
11,425000000,wheel_left_joint,wheel_right_joint,0.21430932823784676,0.21431091456400253,4.118582748775473,4.118532272868017
11,459000000,wheel_left_joint,wheel_right_joint,0.35480482143755765,0.35490184101507083,4.496737941944933,4.592126875486974
11,493000000,wheel_left_joint,wheel_right_joint,0.5077774925489544,0.511030242646366,4.498916051662861,4.591697308959543
11,527000000,wheel_left_joint,wheel_right_joint,0.6606926610002608,0.6672045122487633,4.495922666092209,4.594634078369051
11,561000000,wheel_left_joint,wheel_right_joint,0.813546974206286,0.8234384635510121,4.495907682544867,4.59464564019724
11,595000000,wheel_left_joint,wheel_right_joint,0.9664442179392347,0.9796302534582155,4.497539491744386,4.593043726068258
11,629000000,wheel_left_joint,wheel_right_joint,1.119363933654446,1.1358000390873757,4.49713761943222,4.593438460371447
11,663000000,wheel_left_joint,wheel_right_joint,1.2722543822574028,1.291998569307685,4.496335215966251,4.594224279331078
11,697000000,wheel_left_joint,wheel_right_joint,1.4251395194446186,1.4482022954148945,4.496746271944845,4.593818975576935
11,731000000,wheel_left_joint,wheel_right_joint,1.5780418569049575,1.6043891471142055,4.4970799799833046,4.593490427201649
11,765000000,wheel_left_joint,wheel_right_joint,1.730942766368715,1.7605774024884013,4.496768504135318,4.593794589314126
